日期,开盘价,收盘价,最高价,最低价,成交量,成交额,code,name,industry,日收益率,is_extreme,hs300_close,zz500_close,year_month,CPI同比,M2同比
2020-01-02,28.78950863,29.43297648,29.61466152,28.78193842,82624452,3191180650.0,600036,招商银行,银行,0.013285836711649719,False,4152.24,5366.137,2020-01,5.4,8.4
2020-01-03,29.48596795,29.8266274,29.99317202,29.46325732,52010611,2045230273.0,600036,招商银行,银行,0.013285836711649719,False,4144.964,5380.637,2020-01,5.4,8.4
2020-01-06,29.66765299,29.70550404,30.40196336,29.4481169,54887720,2171575505.0,600036,招商银行,银行,-0.004069181606725743,False,4129.295,5434.85,2020-01,5.4,8.4
2020-01-07,29.94018055,29.63737215,30.23541874,29.5995211,34767128,1369304771.0,600036,招商银行,银行,-0.002296212260350268,False,4160.227,5499.839,2020-01,5.4,8.4
2020-01-08,29.48596795,29.07717661,29.48596795,29.07717661,36323418,1403861101.0,600036,招商银行,银行,-0.01908258007899879,False,4112.317,5423.796,2020-01,5.4,8.4
2020-01-09,29.40269564,29.4481169,29.523819,29.20587018,30335989,1177003661.0,600036,招商银行,银行,0.01267640826658715,False,4164.369,5497.542,2020-01,5.4,8.4
2020-01-10,29.4481169,29.55409984,29.73578488,29.33456375,28593121,1116903172.0,600036,招商银行,银行,0.0035925109204910976,False,4163.184,5480.227,2020-01,5.4,8.4
2020-01-13,29.73578488,29.5995211,29.73578488,29.33456375,32780852,1279073028.0,600036,招商银行,银行,0.001535705446428386,False,4203.988,5559.627,2020-01,5.4,8.4
2020-01-14,29.62980194,29.37998501,30.00074223,29.2967127,33564638,1314430602.0,600036,招商银行,银行,-0.007444521610505244,False,4189.886,5542.331,2020-01,5.4,8.4
2020-01-15,29.40269564,28.85764052,29.44054669,28.78193842,48859891,1870048774.0,600036,招商银行,银行,-0.017938866594813488,False,4166.734,5530.026,2020-01,5.4,8.4
2020-01-16,28.93334262,28.73651716,29.03175535,28.58511296,45384826,1723277982.0,600036,招商银行,银行,-0.0042061050442743116,False,4149.043,5527.667,2020-01,5.4,8.4
2020-01-17,28.81221926,28.71380653,28.89549157,28.52455128,42135711,1595789849.0,600036,招商银行,银行,-0.0007906180409194815,False,4154.853,5510.045,2020-01,5.4,8.4
2020-01-20,28.93334262,29.00147451,29.25886165,28.766798,58580886,2244268938.0,600036,招商银行,银行,0.009968603011750066,False,4185.83,5587.535,2020-01,5.4,8.4
2020-01-21,28.72894695,28.60782359,28.88035115,28.5396917,41720185,1580332561.0,600036,招商银行,银行,-0.013666441351160078,False,4114.308,5523.941,2020-01,5.4,8.4
2020-01-22,28.5396917,28.63053422,28.8425001,28.12333015,53125460,2000618547.0,600036,招商银行,银行,0.0007935458689140112,False,4131.931,5575.512,2020-01,5.4,8.4
2020-01-23,28.41099813,27.86594301,28.5396917,27.59341545,78750274,2912304571.0,600036,招商银行,银行,-0.027068515839381743,False,4003.901,5377.741,2020-01,5.4,8.4
2020-02-03,25.5873098,26.51844563,26.8742455,25.5873098,113106226,3944795003.0,600036,招商银行,银行,-0.049564710181534355,False,3688.357,4910.901,2020-02,5.2,8.1
2020-02-04,26.52601584,26.76069235,26.85910508,26.25348828,122967652,4313054347.0,600036,招商银行,银行,0.009093555133186337,False,3785.637,4996.474,2020-02,5.2,8.1
2020-02-05,26.75312214,26.76826256,26.88181571,26.36704143,80257198,2826862599.0,600036,招商银行,银行,0.0002828454268609553,False,3828.527,5123.961,2020-02,5.2,8.1
2020-02-06,26.8742455,27.06350075,27.12406243,26.59414773,73070159,2589474707.0,600036,招商银行,银行,0.010969031370573937,False,3899.775,5282.892,2020-02,5.2,8.1
2020-02-07,26.5714371,26.81368382,26.84396466,26.50330521,67552464,2374190018.0,600036,招商银行,银行,-0.009273636785329102,False,3899.869,5327.036,2020-02,5.2,8.1
2020-02-10,26.59414773,26.5714371,26.67742004,26.45788395,57504178,2016401930.0,600036,招商银行,银行,-0.009075501882867383,False,3916.005,5388.434,2020-02,5.2,8.1
2020-02-11,26.7228413,26.92723697,27.13920285,26.60928815,55743628,1983770029.0,600036,招商银行,银行,0.013301455488543584,False,3952.464,5361.276,2020-02,5.2,8.1
2020-02-12,26.8742455,26.9499476,26.99536886,26.67742004,40538973,1437177997.0,600036,招商银行,银行,0.0008430518976210014,False,3984.432,5459.946,2020-02,5.2,8.1
2020-02-13,26.89695613,26.70013067,26.91209655,26.6471392,42235080,1493775789.0,600036,招商银行,银行,-0.009312893610024176,False,3959.918,5412.841,2020-02,5.2,8.1
2020-02-14,26.65470941,26.98022844,27.03321991,26.65470941,40339677,1431806484.0,600036,招商银行,银行,0.010435858354647927,False,3987.734,5420.802,2020-02,5.2,8.1
